Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Count Salary Categories,18.0,0.0064673968219160285,https://leetcode.com/problems/count-salary-categories,Database
EASY,Distribute Candies,18.0,0.007131003921175211,https://leetcode.com/problems/distribute-candies,"Array, Hash Table"
MEDIUM,Check if Number is a Sum of Powers of Three,18.0,0.007941269535299018,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,Math
MEDIUM,Maximum Number of Vowels in a Substring of Given Length,18.0,0.006217611555147599,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,"String, Sliding Window"
MEDIUM,Zero Array Transformation II,18.0,0.004360542794134218,https://leetcode.com/problems/zero-array-transformation-ii,"Array, Two Pointers, Binary Search, Prefix Sum"
EASY,Divide Array Into Equal Pairs,18.0,0.00792466048437735,https://leetcode.com/problems/divide-array-into-equal-pairs,"Array, Hash Table, Bit Manipulation, Counting"
EASY,Maximum Population Year,18.0,0.00642361313038927,https://leetcode.com/problems/maximum-population-year,"Array, Counting, Prefix Sum"
MEDIUM,Check if Grid can be Cut into Sections,18.0,0.0068253701816437876,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections,"Array, Sorting"
MEDIUM,Maximum Value of an Ordered Triplet II,18.0,0.005638759990825203,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii,Array
EASY,Minimum Number of Operations to Make Elements in Array Distinct,18.0,0.007124599893434558,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct,"Array, Hash Table"
MEDIUM,Count Subarrays Where Max Element Appears at Least K Times,18.0,0.0062397910346831,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,"Array, Sliding Window"
MEDIUM,Zero Array Transformation III,18.0,0.005474294861805664,https://leetcode.com/problems/zero-array-transformation-iii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
EASY,Count the Number of Consistent Strings,18.0,0.008851816937573708,https://leetcode.com/problems/count-the-number-of-consistent-strings,"Array, Hash Table, String, Bit Manipulation, Counting"
EASY,Biggest Single Number,18.0,0.007148710326433725,https://leetcode.com/problems/biggest-single-number,Database
EASY,Make The String Great,18.0,0.006859370997300333,https://leetcode.com/problems/make-the-string-great,"String, Stack"
EASY,Apply Operations to an Array,18.0,0.0074733772684062675,https://leetcode.com/problems/apply-operations-to-an-array,"Array, Two Pointers, Simulation"
EASY,Row With Maximum Ones,18.0,0.007425716508807545,https://leetcode.com/problems/row-with-maximum-ones,"Array, Matrix"
MEDIUM,Path With Minimum Effort,18.0,0.006346681359645365,https://leetcode.com/problems/path-with-minimum-effort,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union-Find, Heap (Priority Queue), Matrix"
MEDIUM,Maximum Manhattan Distance After K Changes,18.0,0.005416431229143789,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes,"Hash Table, Math, String, Counting"
MEDIUM,Taking Maximum Energy From the Mystic Dungeon,18.0,0.00610236354506226,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Dynamic Programming, Prefix Sum"
MEDIUM,Investments in 2016,18.0,0.005127878480356699,https://leetcode.com/problems/investments-in-2016,Database
HARD,Maximum Number of Events That Can Be Attended II,18.0,0.0063452967484215915,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,"Array, Binary Search, Dynamic Programming, Sorting"
HARD,Binary Tree Cameras,18.0,0.0047952802034930304,https://leetcode.com/problems/binary-tree-cameras,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
MEDIUM,Find the Maximum Length of Valid Subsequence II,18.0,0.0057131387024109545,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii,"Array, Dynamic Programming"
MEDIUM,Successful Pairs of Spells and Potions,18.0,0.004967358103083274,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,"Array, Two Pointers, Binary Search, Sorting"
EASY,Count Hills and Valleys in an Array,18.0,0.006889740764889719,https://leetcode.com/problems/count-hills-and-valleys-in-an-array,Array
MEDIUM,Maximum XOR of Two Numbers in an Array,18.0,0.005357216635210381,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,"Array, Hash Table, Bit Manipulation, Trie"
MEDIUM,Smallest Subarrays With Maximum Bitwise OR,18.0,0.0061944264839001685,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or,"Array, Binary Search, Bit Manipulation, Sliding Window"
EASY,Largest 3-Same-Digit Number in String,18.0,0.007267940537036466,https://leetcode.com/problems/largest-3-same-digit-number-in-string,String
EASY,Power of Four,18.0,0.005218557647798065,https://leetcode.com/problems/power-of-four,"Math, Bit Manipulation, Recursion"
MEDIUM,New 21 Game,18.0,0.005193498922782902,https://leetcode.com/problems/new-21-game,"Math, Dynamic Programming, Sliding Window, Probability and Statistics"
MEDIUM,Sum of Mutated Array Closest to Target,18.0,0.00463753331495267,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,"Array, Binary Search, Sorting"
MEDIUM,Minimum Operations to Make the Integer Zero,18.0,0.005817786589589853,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero,"Bit Manipulation, Brainteaser, Enumeration"
MEDIUM,Number of People Aware of a Secret,18.0,0.006067552864373906,https://leetcode.com/problems/number-of-people-aware-of-a-secret,"Dynamic Programming, Queue, Simulation"
MEDIUM,Vowel Spellchecker,18.0,0.00614246437523309,https://leetcode.com/problems/vowel-spellchecker,"Array, Hash Table, String"
MEDIUM,Design Task Manager,18.0,0.004892174721542286,https://leetcode.com/problems/design-task-manager,"Hash Table, Design, Heap (Priority Queue), Ordered Set"
EASY,Count Elements With Maximum Frequency,18.0,0.007981815441243519,https://leetcode.com/problems/count-elements-with-maximum-frequency,"Array, Hash Table, Counting"
HARD,Contains Duplicate III,18.0,0.002486594678549637,https://leetcode.com/problems/contains-duplicate-iii,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set"
EASY,Binary Watch,18.0,0.006569519993237733,https://leetcode.com/problems/binary-watch,"Backtracking, Bit Manipulation"
MEDIUM,Find the Minimum Amount of Time to Brew Potions,18.0,0.006267597056948195,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions,"Array, Simulation, Prefix Sum"
MEDIUM,Rank Teams by Votes,18.0,0.006002801814838089,https://leetcode.com/problems/rank-teams-by-votes,"Array, Hash Table, String, Sorting, Counting"
EASY,Last Stone Weight,18.0,0.006655517976828586,https://leetcode.com/problems/last-stone-weight,"Array, Heap (Priority Queue)"
MEDIUM,Minimum Operations to Convert All Elements to Zero,18.0,0.005303545091388957,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero,"Array, Hash Table, Stack, Greedy, Monotonic Stack"
MEDIUM,Ones and Zeroes,18.0,0.005347575693478728,https://leetcode.com/problems/ones-and-zeroes,"Array, String, Dynamic Programming"
MEDIUM,Count Special Triplets,18.0,0.004711563097420131,https://leetcode.com/problems/count-special-triplets,"Array, Hash Table, Counting"
MEDIUM,Magic Squares In Grid,18.0,0.005519303695819969,https://leetcode.com/problems/magic-squares-in-grid,"Array, Hash Table, Math, Matrix"
HARD,Number of Ways to Paint N × 3 Grid,18.0,0.008056465293812732,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid,Dynamic Programming
MEDIUM,Four Divisors,18.0,0.005655795487229231,https://leetcode.com/problems/four-divisors,"Array, Math"
MEDIUM,Maximum Product of Splitted Binary Tree,18.0,0.00557502969456712,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Find the Length of the Longest Common Prefix,18.0,0.006227331252133824,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix,"Array, Hash Table, String, Trie"
MEDIUM,Design Linked List,18.0,0.003041503469950357,https://leetcode.com/problems/design-linked-list,"Linked List, Design"
EASY,Minimum Pair Removal to Sort Array I,18.0,0.006518969647703472,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set"
MEDIUM,K-diff Pairs in an Array,18.0,0.0046046504247373825,https://leetcode.com/problems/k-diff-pairs-in-an-array,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
MEDIUM,Number of Longest Increasing Subsequence,18.0,0.005217352965792652,https://leetcode.com/problems/number-of-longest-increasing-subsequence,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
MEDIUM,Minimum Swaps to Arrange a Binary Grid,18.0,0.007012822900316581,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,"Array, Greedy, Matrix"
MEDIUM,Rotate Function,18.0,0.005423372765370538,https://leetcode.com/problems/rotate-function,"Array, Math, Dynamic Programming"
MEDIUM,Jump Game VII,18.0,0.0035589133347011187,https://leetcode.com/problems/jump-game-vii,"String, Dynamic Programming, Sliding Window, Prefix Sum"
HARD,Total Waviness of Numbers in Range II,18.0,0.005662759242560865,https://leetcode.com/problems/total-waviness-of-numbers-in-range-ii,"Math, Dynamic Programming"
MEDIUM,Create Binary Tree From Descriptions,18.0,0.008391505612049419,https://leetcode.com/problems/create-binary-tree-from-descriptions,"Array, Hash Table, Tree, Binary Tree"
HARD,Maximum Building Height,18.0,0.006710812994198144,https://leetcode.com/problems/maximum-building-height,"Array, Math, Sorting"
MEDIUM,Spiral Matrix II,13.6,0.007524126395071433,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
MEDIUM,Gray Code,13.6,0.006519963126149506,https://leetcode.com/problems/gray-code,"Math, Backtracking, Bit Manipulation"
MEDIUM,Unique Binary Search Trees II,13.6,0.0062706017631276355,https://leetcode.com/problems/unique-binary-search-trees-ii,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Construct Binary Tree from Inorder and Postorder Traversal,13.6,0.006892762265967824,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Convert Sorted List to Binary Search Tree,13.6,0.0066833088874015635,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
HARD,Word Search II,13.6,0.0038586210524206477,https://leetcode.com/problems/word-search-ii,"Array, String, Backtracking, Trie, Matrix"
EASY,Binary Tree Paths,13.6,0.006884631627239079,https://leetcode.com/problems/binary-tree-paths,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
MEDIUM,Range Sum Query - Mutable,13.6,0.004325917811945551,https://leetcode.com/problems/range-sum-query-mutable,"Array, Divide and Conquer, Design, Binary Indexed Tree, Segment Tree"
MEDIUM,Design Twitter,13.6,0.004496009310140269,https://leetcode.com/problems/design-twitter,"Hash Table, Linked List, Design, Heap (Priority Queue)"
EASY,Sum of Left Leaves,13.6,0.006283538947955736,https://leetcode.com/problems/sum-of-left-leaves,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Path Sum III,13.6,0.004647862216335214,https://leetcode.com/problems/path-sum-iii,"Tree, Depth-First Search, Binary Tree"
HARD,LFU Cache,13.6,0.0049513365078291275,https://leetcode.com/problems/lfu-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Predict the Winner,13.6,0.00562978147286526,https://leetcode.com/problems/predict-the-winner,"Array, Math, Dynamic Programming, Recursion, Game Theory"
MEDIUM,Brick Wall,13.6,0.005606667010948151,https://leetcode.com/problems/brick-wall,"Array, Hash Table"
MEDIUM,2 Keys Keyboard,13.6,0.005939637031841218,https://leetcode.com/problems/2-keys-keyboard,"Math, Dynamic Programming"
MEDIUM,Find Duplicate Subtrees,13.6,0.006075656417244608,https://leetcode.com/problems/find-duplicate-subtrees,"Hash Table, Tree, Depth-First Search, Binary Tree"
EASY,Search in a Binary Search Tree,13.6,0.008281723436971538,https://leetcode.com/problems/search-in-a-binary-search-tree,"Tree, Binary Search Tree, Binary Tree"
EASY,Kth Largest Element in a Stream,13.6,0.006117933122627828,https://leetcode.com/problems/kth-largest-element-in-a-stream,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
MEDIUM,K-th Symbol in Grammar,13.6,0.004840538299308095,https://leetcode.com/problems/k-th-symbol-in-grammar,"Math, Bit Manipulation, Recursion"
MEDIUM,Custom Sort String,13.6,0.007230013269352999,https://leetcode.com/problems/custom-sort-string,"Hash Table, String, Sorting"
EASY,Design HashSet,13.6,0.006816458349543089,https://leetcode.com/problems/design-hashset,"Array, Hash Table, Linked List, Design, Hash Function"
EASY,Fair Candy Swap,13.6,0.006517391577880001,https://leetcode.com/problems/fair-candy-swap,"Array, Hash Table, Binary Search, Sorting"
MEDIUM,Minimum Falling Path Sum,13.6,0.006084985058131503,https://leetcode.com/problems/minimum-falling-path-sum,"Array, Dynamic Programming, Matrix"
MEDIUM,Knight Dialer,13.6,0.0061976322251951765,https://leetcode.com/problems/knight-dialer,Dynamic Programming
MEDIUM,Reveal Cards In Increasing Order,13.6,0.008366345554092453,https://leetcode.com/problems/reveal-cards-in-increasing-order,"Array, Queue, Sorting, Simulation"
HARD,Unique Paths III,13.6,0.00828763570168737,https://leetcode.com/problems/unique-paths-iii,"Array, Backtracking, Bit Manipulation, Matrix"
MEDIUM,Interval List Intersections,13.6,0.00730671065109053,https://leetcode.com/problems/interval-list-intersections,"Array, Two Pointers, Sweep Line"
EASY,Duplicate Zeros,13.6,0.0053719451268744445,https://leetcode.com/problems/duplicate-zeros,"Array, Two Pointers"
EASY,Game Play Analysis I,13.6,0.007643671342641645,https://leetcode.com/problems/game-play-analysis-i,Database
EASY,Relative Sort Array,13.6,0.007527991867529799,https://leetcode.com/problems/relative-sort-array,"Array, Hash Table, Sorting, Counting Sort"
MEDIUM,Minimum Cost Tree From Leaf Values,13.6,0.006792286306870835,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack"
EASY,Three Consecutive Odds,13.6,0.006927783710154842,https://leetcode.com/problems/three-consecutive-odds,Array
EASY,Percentage of Users Attended a Contest,13.6,0.006050552141967086,https://leetcode.com/problems/percentage-of-users-attended-a-contest,Database
MEDIUM,Maximum Score From Removing Substrings,13.6,0.006641570687461253,https://leetcode.com/problems/maximum-score-from-removing-substrings,"String, Stack, Greedy"
MEDIUM,Amount of Time for Binary Tree to Be Infected,13.6,0.006560027287225707,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Kth Largest Sum in a Binary Tree,13.6,0.0058981630474612455,https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree,"Tree, Breadth-First Search, Sorting, Binary Tree"
EASY,Divisor Game,13.6,0.0071974915392877346,https://leetcode.com/problems/divisor-game,"Math, Dynamic Programming, Brainteaser, Game Theory"
EASY,Fix Names in a Table,13.6,0.00605769980207938,https://leetcode.com/problems/fix-names-in-a-table,Database
EASY,Create Target Array in the Given Order,13.6,0.008650469970160198,https://leetcode.com/problems/create-target-array-in-the-given-order,"Array, Simulation"
MEDIUM,Maximum Total Damage With Spell Casting,13.6,0.004509436759278765,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,"Array, Hash Table, Two Pointers, Binary Search, Dynamic Programming, Sorting, Counting"
MEDIUM,Repeated String Match,13.6,0.003913545876452945,https://leetcode.com/problems/repeated-string-match,"String, String Matching"
EASY,Monotonic Array,13.6,0.006238894143386421,https://leetcode.com/problems/monotonic-array,Array
HARD,Minimum Number of Days to Disconnect Island,13.6,0.005873810862739585,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,"Array, Depth-First Search, Breadth-First Search, Matrix, Strongly Connected Component"
EASY,N-ary Tree Postorder Traversal,13.6,0.008112143689219215,https://leetcode.com/problems/n-ary-tree-postorder-traversal,"Stack, Tree, Depth-First Search"
MEDIUM,Find the Power of K-Size Subarrays I,13.6,0.006209156837743066,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i,"Array, Sliding Window"
MEDIUM,Longest Subarray With Maximum Bitwise AND,13.6,0.0065365556989732945,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,"Array, Bit Manipulation, Brainteaser"
MEDIUM,My Calendar I,13.6,0.005832682448129456,https://leetcode.com/problems/my-calendar-i,"Array, Binary Search, Design, Segment Tree, Ordered Set"
MEDIUM,Minimum Number of Swaps to Make the String Balanced,13.6,0.007803688128035472,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced,"Two Pointers, String, Stack, Greedy"
MEDIUM,The Number of the Smallest Unoccupied Chair,13.6,0.0060312277285833405,https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair,"Array, Hash Table, Heap (Priority Queue)"
EASY,Sort By,13.6,0.008307879724269074,https://leetcode.com/problems/sort-by,
MEDIUM,Find K Pairs with Smallest Sums,13.6,0.00420450420144199,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Heap (Priority Queue)"
MEDIUM,Longest Happy String,13.6,0.006550294811320755,https://leetcode.com/problems/longest-happy-string,"String, Greedy, Heap (Priority Queue)"
MEDIUM,Find Kth Bit in Nth Binary String,13.6,0.0073666442295447524,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,"String, Recursion, Simulation"
HARD,Parsing A Boolean Expression,13.6,0.006980931280131742,https://leetcode.com/problems/parsing-a-boolean-expression,"String, Stack, Recursion"
EASY,Moving Average from Data Stream,13.6,0.008022768393626527,https://leetcode.com/problems/moving-average-from-data-stream,"Array, Design, Queue, Data Stream"
EASY,Final Prices With a Special Discount in a Shop,13.6,0.008421027810582286,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,"Array, Stack, Monotonic Stack"
HARD,Minimum Number of Removals to Make Mountain Array,13.6,0.0054790642815018675,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,"Array, Binary Search, Dynamic Programming, Greedy"
EASY,Minimum Index Sum of Two Lists,13.6,0.006003566293855145,https://leetcode.com/problems/minimum-index-sum-of-two-lists,"Array, Hash Table, String"
EASY,DI String Match,13.6,0.008114095596698095,https://leetcode.com/problems/di-string-match,"Array, Two Pointers, String, Greedy"
MEDIUM,Minimum Number of Changes to Make Binary String Beautiful,13.6,0.007639022539694289,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful,String
EASY,Count Good Triplets,13.6,0.008553584152145039,https://leetcode.com/problems/count-good-triplets,"Array, Enumeration"
MEDIUM,Minimum Array End,13.6,0.005545136863724508,https://leetcode.com/problems/minimum-array-end,Bit Manipulation
EASY,Delete Characters to Make Fancy String,13.6,0.007405638108213565,https://leetcode.com/problems/delete-characters-to-make-fancy-string,String
EASY,Smallest Even Multiple,13.6,0.008838927980253498,https://leetcode.com/problems/smallest-even-multiple,"Math, Number Theory"
EASY,Count Vowel Substrings of a String,13.6,0.0073248296828071205,https://leetcode.com/problems/count-vowel-substrings-of-a-string,"Hash Table, String"
MEDIUM,Find Score of an Array After Marking All Elements,13.6,0.00645242967475458,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
MEDIUM,Maximum Average Pass Ratio,13.6,0.007408593109610872,https://leetcode.com/problems/maximum-average-pass-ratio,"Array, Greedy, Heap (Priority Queue)"
EASY,Make Array Elements Equal to Zero,13.6,0.006830182090296833,https://leetcode.com/problems/make-array-elements-equal-to-zero,"Array, Simulation, Prefix Sum"
MEDIUM,Count Beautiful Splits in an Array,13.6,0.0019058440067942894,https://leetcode.com/problems/count-beautiful-splits-in-an-array,"Array, Dynamic Programming"
EASY,Find Center of Star Graph,13.6,0.008660389013086306,https://leetcode.com/problems/find-center-of-star-graph,Graph Theory
MEDIUM,Number of Ways to Split Array,13.6,0.005584760827595158,https://leetcode.com/problems/number-of-ways-to-split-array,"Array, Prefix Sum"
EASY,Count Prefix and Suffix Pairs I,13.6,0.007778237320808188,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i,"Array, String, Trie, Rolling Hash, String Matching, Hash Function"
EASY,Counting Words With a Given Prefix,13.6,0.00844306738962045,https://leetcode.com/problems/counting-words-with-a-given-prefix,"Array, String, String Matching"
MEDIUM,Construct K Palindrome Strings,13.6,0.006853376679614537,https://leetcode.com/problems/construct-k-palindrome-strings,"Hash Table, String, Greedy, Counting"
MEDIUM,Maximum Distance in Arrays,13.6,0.004558759773688327,https://leetcode.com/problems/maximum-distance-in-arrays,"Array, Greedy"
MEDIUM,Check if a Parentheses String Can Be Valid,13.6,0.0045211203425338685,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid,"String, Stack, Greedy"
MEDIUM,Minimum Length of String After Operations,13.6,0.007507586555703711,https://leetcode.com/problems/minimum-length-of-string-after-operations,"Hash Table, String, Counting"
EASY,Merge Two Binary Trees,13.6,0.007909660419502322,https://leetcode.com/problems/merge-two-binary-trees,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
HARD,Shortest Path in a Grid with Obstacles Elimination,13.6,0.0046402637751158235,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,"Array, Breadth-First Search, Matrix"
EASY,Find the Difference of Two Arrays,13.6,0.008149354327140916,https://leetcode.com/problems/find-the-difference-of-two-arrays,"Array, Hash Table"
MEDIUM,Shortest Unsorted Continuous Subarray,13.6,0.0038350908727971863,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
EASY,Sort the People,13.6,0.008481827409398427,https://leetcode.com/problems/sort-the-people,"Array, Hash Table, String, Sorting"
EASY,Longest Nice Substring,13.6,0.006444947014732488,https://leetcode.com/problems/longest-nice-substring,"Hash Table, String, Divide and Conquer, Bit Manipulation, Sliding Window"
MEDIUM,Product of the Last K Numbers,13.6,0.006294206573105262,https://leetcode.com/problems/product-of-the-last-k-numbers,"Array, Math, Design, Data Stream, Prefix Sum"
MEDIUM,Minimum Height Trees,13.6,0.004261150276818671,https://leetcode.com/problems/minimum-height-trees,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
HARD,Recover a Tree From Preorder Traversal,13.6,0.008324317074261189,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal,"String, Tree, Depth-First Search, Binary Tree"
MEDIUM,Construct Binary Tree from Preorder and Postorder Traversal,13.6,0.007809188764926838,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Length of Longest Fibonacci Subsequence,13.6,0.005755062680810029,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,"Array, Hash Table, Dynamic Programming"
MEDIUM,Maximum Absolute Sum of Any Subarray,13.6,0.00708941579774318,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,"Array, Dynamic Programming"
MEDIUM,Closest Prime Numbers in Range,13.6,0.005183568173625795,https://leetcode.com/problems/closest-prime-numbers-in-range,"Math, Number Theory"
MEDIUM,Alternating Groups II,13.6,0.00600284452652037,https://leetcode.com/problems/alternating-groups-ii,"Array, Sliding Window"
MEDIUM,Count of Substrings Containing Every Vowel and K Consonants II,13.6,0.004066286503746415,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii,"Hash Table, String, Sliding Window"
MEDIUM,Pacific Atlantic Water Flow,13.6,0.006109915289543118,https://leetcode.com/problems/pacific-atlantic-water-flow,"Array, Depth-First Search, Breadth-First Search, Matrix"
MEDIUM,Minimum Operations to Make Binary Array Elements Equal to One I,13.6,0.008041873730770824,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum"
MEDIUM,Separate Squares I,13.6,0.005797970438209019,https://leetcode.com/problems/separate-squares-i,"Array, Binary Search"
EASY,Sales Analysis III,13.6,0.004776528232475276,https://leetcode.com/problems/sales-analysis-iii,Database
MEDIUM,Lowest Common Ancestor of Deepest Leaves,13.6,0.00794661505559238,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Minimum Operations to Make Array Values Equal to K,13.6,0.007321734911365645,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k,"Array, Hash Table"
MEDIUM,Maximum Sum Circular Subarray,13.6,0.005053380246409619,https://leetcode.com/problems/maximum-sum-circular-subarray,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue"
EASY,Count Largest Group,13.6,0.0074686696912973135,https://leetcode.com/problems/count-largest-group,"Hash Table, Math, Counting"
EASY,Flipping an Image,13.6,0.008381039921759528,https://leetcode.com/problems/flipping-an-image,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation"
EASY,Most Frequent Even Element,13.6,0.005386181399872098,https://leetcode.com/problems/most-frequent-even-element,"Array, Hash Table, Counting"
EASY,Remove Digit From Number to Maximize Result,13.6,0.004856856538524117,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result,"String, Greedy, Enumeration"
MEDIUM,Domino and Tromino Tiling,13.6,0.00513266783811074,https://leetcode.com/problems/domino-and-tromino-tiling,Dynamic Programming
MEDIUM,Find Minimum Time to Reach Last Room I,13.6,0.005543757177084368,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i,"Array, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
HARD,Dungeon Game,13.6,0.004155065425603668,https://leetcode.com/problems/dungeon-game,"Array, Dynamic Programming, Matrix"
HARD,Painting a Grid With Three Different Colors,13.6,0.007705203242221284,https://leetcode.com/problems/painting-a-grid-with-three-different-colors,Dynamic Programming
EASY,Find Greatest Common Divisor of Array,13.6,0.008006648857596894,https://leetcode.com/problems/find-greatest-common-divisor-of-array,"Array, Math, Number Theory"
EASY,Divisible and Non-divisible Sums Difference,13.6,0.009105416787605628,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference,Math
MEDIUM,Longest Palindrome by Concatenating Two Letter Words,13.6,0.005348745843354142,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,"Array, Hash Table, String, Greedy, Counting"
MEDIUM,Insert into a Binary Search Tree,13.6,0.007350843283655309,https://leetcode.com/problems/insert-into-a-binary-search-tree,"Tree, Binary Search Tree, Binary Tree"
HARD,Shortest Subarray with Sum at Least K,13.6,0.0032861673281782628,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue"
EASY,Reverse Prefix of Word,13.6,0.008648978164856661,https://leetcode.com/problems/reverse-prefix-of-word,"Two Pointers, String, Stack"
EASY,Maximum Difference Between Increasing Elements,13.6,0.006661234140376178,https://leetcode.com/problems/maximum-difference-between-increasing-elements,Array
MEDIUM,Max Difference You Can Get From Changing an Integer,13.6,0.004868208645444529,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,"Math, Greedy"
MEDIUM,Divide Array Into Arrays With Max Difference,13.6,0.007902314368907174,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,"Array, Greedy, Sorting"
EASY,Divide a String Into Groups of Size k,13.6,0.007698561898986399,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k,"String, Simulation"
MEDIUM,Minimum Deletions to Make String K-Special,13.6,0.006714467563964116,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special,"Hash Table, String, Greedy, Sorting, Counting"
MEDIUM,Nearest Exit from Entrance in Maze,13.6,0.004868556051931896,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,"Array, Breadth-First Search, Matrix"
